StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,age,safety-score,pol-score,politician,police
2021-02-08 09:03:58,2021-02-08 09:04:25,0,128.227.1.42,100,26,1,2021-02-08 09:04:25,R_1JV1f1O6rjZhJr7,,,,,29.613800048828125,-82.3860015869140625,anonymous,EN,1,1,7,2,biden,y
2021-02-08 09:12:07,2021-02-08 09:12:44,0,172.56.26.167,100,36,1,2021-02-08 09:12:44,R_2E6oIvtTNV4vgJN,,,,,27.8401947021484375,-82.64929962158203125,anonymous,EN,1,1,5,1,biden,n
2021-02-08 09:12:11,2021-02-08 09:12:58,0,97.106.201.73,100,46,1,2021-02-08 09:12:58,R_3p3iBuw5UVXxGEO,,,,,27.542999267578125,-82.56020355224609375,anonymous,EN,1,1,6,2,neutral,y
2021-02-08 09:40:08,2021-02-08 09:40:57,0,172.58.173.53,100,48,1,2021-02-08 09:40:57,R_2roNt8zCdIouZJd,,,,,28.46270751953125,-81.3954010009765625,anonymous,EN,1,1,6,1,biden,y
2021-02-08 09:44:32,2021-02-08 09:45:47,0,153.106.237.28,100,74,1,2021-02-08 09:45:47,R_31GY4RakifbnbnH,,,,,42.9282073974609375,-85.54730224609375,anonymous,EN,1,1,4,2,trump,n
2021-02-08 09:46:06,2021-02-08 09:47:06,0,107.77.216.195,100,60,1,2021-02-08 09:47:06,R_31gXuXpVejRHxxS,,,,,26.3480072021484375,-80.14980316162109375,anonymous,EN,1,1,4,2,trump,y
2021-02-08 09:48:00,2021-02-08 09:48:45,0,184.185.222.24,100,44,1,2021-02-08 09:48:45,R_w60zaJhy31mM0Rr,,,,,29.6515045166015625,-82.34929656982421875,anonymous,EN,1,1,6,2,biden,n
2021-02-08 09:51:45,2021-02-08 09:52:38,0,174.192.6.224,100,52,1,2021-02-08 09:52:38,R_2PvDANqfTRqUtW5,,,,,41.8578033447265625,-71.4376983642578125,anonymous,EN,1,1,5,1,neutral,n
2021-02-08 09:54:46,2021-02-08 09:55:08,0,68.132.79.226,100,21,1,2021-02-08 09:55:08,R_1pmab3Iol1cn5Zc,,,,,40.86810302734375,-73.40940093994140625,anonymous,EN,1,1,6,1,biden,y
2021-02-08 09:55:30,2021-02-08 09:57:26,0,142.196.247.107,100,116,1,2021-02-08 09:57:27,R_ClxPVqSKgrUNkat,,,,,28.65289306640625,-81.210601806640625,anonymous,EN,1,1,5,1,neutral,y
2021-02-08 09:57:17,2021-02-08 09:59:39,0,107.72.178.22,100,141,1,2021-02-08 09:59:39,R_C3v5RfCjIfxybf3,,,,,28.6343994140625,-81.622100830078125,anonymous,EN,1,1,3,1,biden,n
2021-02-08 10:34:12,2021-02-08 10:34:48,0,144.121.36.210,100,36,1,2021-02-08 10:34:48,R_3QPZk3JJbzr5MMk,,,,,42.325103759765625,-72.62760162353515625,anonymous,EN,1,1,6,1,neutral,n
2021-02-08 11:36:12,2021-02-08 11:36:48,0,75.115.187.14,100,36,1,2021-02-08 11:36:49,R_eP2C5S4nmfUXVQJ,,,,,27.4842987060546875,-82.581298828125,anonymous,EN,1,1,4,1,trump,y
2021-02-08 11:42:08,2021-02-08 11:42:34,0,144.121.36.211,100,26,1,2021-02-08 11:42:34,R_2ZCQYRAtX4iwr7E,,,,,42.325103759765625,-72.62760162353515625,anonymous,EN,1,1,3,1,trump,n
2021-02-08 13:47:22,2021-02-08 13:49:25,0,73.218.3.136,100,123,1,2021-02-08 13:49:26,R_28Y9UjSK9qn4UTV,,,,,41.74310302734375,-72.68270111083984375,anonymous,EN,1,1,3,1,neutral,y
2021-02-08 14:56:39,2021-02-08 14:57:32,0,107.77.226.41,100,53,1,2021-02-08 14:57:32,R_2tJQuRZPWlXAWQ9,,,,,40.676300048828125,-73.9492034912109375,anonymous,EN,1,1,2,8,neutral,n
2021-02-08 16:00:56,2021-02-08 16:02:08,0,144.121.36.209,100,71,1,2021-02-08 16:02:08,R_22nq3XwqFrw77Hy,,,,,42.325103759765625,-72.62760162353515625,anonymous,EN,1,1,6,2,biden,y
2021-02-08 18:30:33,2021-02-08 18:31:19,0,73.14.127.189,100,45,1,2021-02-08 18:31:19,R_2axkscRzDf5wnVQ,,,,,38.96710205078125,-104.71990203857421875,anonymous,EN,1,1,1,8,trump,y
2021-02-08 18:37:04,2021-02-08 18:37:56,0,65.32.169.147,100,51,1,2021-02-08 18:37:56,R_1mUD3cPjGhlyNbB,,,,,27.8672027587890625,-82.35030364990234375,anonymous,EN,1,1,7,1,biden,n
2021-02-08 18:37:40,2021-02-08 18:38:09,0,98.10.240.245,100,29,1,2021-02-08 18:38:10,R_2RTY9uDSkkI8nd8,,,,,43.0800933837890625,-77.6342010498046875,anonymous,EN,1,1,3,1,trump,n
2021-02-08 18:41:41,2021-02-08 18:42:20,0,144.121.36.209,100,39,1,2021-02-08 18:42:20,R_3GqRxjoTZmLKsbh,,,,,42.325103759765625,-72.62760162353515625,anonymous,EN,1,1,4,1,neutral,n
2021-02-08 18:46:37,2021-02-08 18:47:49,0,98.216.166.211,100,72,1,2021-02-08 18:47:49,R_urEgB3PossNd453,,,,,42.648101806640625,-71.33429718017578125,anonymous,EN,1,1,5,2,trump,n
2021-02-08 18:46:52,2021-02-08 18:49:10,0,73.223.249.76,100,137,1,2021-02-08 18:49:10,R_21nqB0KC05PeuK7,,,,,37.2449951171875,-121.9541015625,anonymous,EN,1,1,7,1,biden,n
2021-02-08 18:56:15,2021-02-08 18:57:12,0,47.198.244.39,100,56,1,2021-02-08 18:57:13,R_3ezBx4vLvT6S7Ex,,,,,27.773101806640625,-82.4087982177734375,anonymous,EN,1,1,6,1,neutral,y
2021-02-08 19:30:32,2021-02-08 19:32:49,0,65.96.28.246,100,137,1,2021-02-08 19:32:50,R_qUfzteNJIge30FX,,,,,41.697998046875,-70.06020355224609375,anonymous,EN,1,1,3,1,trump,y
2021-02-08 19:32:37,2021-02-08 19:34:29,0,96.237.232.15,100,111,1,2021-02-08 19:34:29,R_2dmC7meTOeAc9aj,,,,,42.2187042236328125,-71.53510284423828125,anonymous,EN,1,1,6,2,biden,y
2021-02-08 19:47:39,2021-02-08 19:49:13,0,68.39.92.193,100,94,1,2021-02-08 19:49:13,R_3F4oHdDtiBjQ56q,,,,,39.89959716796875,-86.16919708251953125,anonymous,EN,1,1,7,1,biden,n
2021-02-08 19:51:40,2021-02-08 19:52:34,0,71.174.239.80,100,53,1,2021-02-08 19:52:34,R_3Hn5iw1BCXAGGKK,,,,,42.3291015625,-71.1815032958984375,anonymous,EN,1,1,3,1,neutral,n
2021-02-08 20:09:34,2021-02-08 20:10:37,0,73.219.141.88,100,62,1,2021-02-08 20:10:37,R_3COai1ntxSjgAv1,,,,,42.325103759765625,-72.62760162353515625,anonymous,EN,1,1,3,1,trump,y
2021-02-08 20:51:44,2021-02-08 20:53:39,0,108.54.74.186,100,114,1,2021-02-08 20:53:39,R_1is0mfMJo5LbDY6,,,,,40.6327056884765625,-73.63330078125,anonymous,EN,1,1,5,2,trump,n
2021-02-08 21:28:39,2021-02-08 21:29:39,0,73.162.39.127,100,59,1,2021-02-08 21:29:39,R_2rouOmgBa8GfYKR,,,,,37.782501220703125,-122.43499755859375,anonymous,EN,1,1,6,1,biden,y
2021-02-08 21:30:45,2021-02-08 21:31:12,0,73.162.39.127,100,26,1,2021-02-08 21:31:12,R_tSvVIAdh49qJSRH,,,,,37.782501220703125,-122.43499755859375,anonymous,EN,1,1,2,1,neutral,y
2021-02-08 21:34:26,2021-02-08 21:35:15,0,69.181.32.70,100,49,1,2021-02-08 21:35:15,R_3htLgIwVMl9vwKa,,,,,37.7642059326171875,-122.39929962158203125,anonymous,EN,1,1,4,2,trump,y
2021-02-09 04:28:59,2021-02-09 04:30:05,0,24.93.23.92,100,65,1,2021-02-09 04:30:05,R_2nLGHyE9xxkTpwB,,,,,43.166107177734375,-77.5554962158203125,anonymous,EN,1,1,5,1,neutral,n
2021-02-09 04:31:28,2021-02-09 04:32:23,0,86.215.193.219,100,55,1,2021-02-09 04:32:24,R_ToWXsOxZZ5iPvhL,,,,,48.6508026123046875,-2.016693115234375,anonymous,EN,1,1,5,1,biden,n
2021-02-09 06:00:08,2021-02-09 06:00:56,0,50.205.154.209,100,47,1,2021-02-09 06:00:56,R_3LYZi4xHIPtNHPZ,,,,,42.412506103515625,-71.0034027099609375,anonymous,EN,1,1,7,2,biden,y
2021-02-09 06:01:10,2021-02-09 06:01:39,0,50.205.154.209,100,29,1,2021-02-09 06:01:40,R_3Rlb41Zp60Qymn4,,,,,42.412506103515625,-71.0034027099609375,anonymous,EN,1,1,6,8,trump,n
2021-02-09 06:01:47,2021-02-09 06:02:15,0,50.205.154.209,100,28,1,2021-02-09 06:02:15,R_tVx8iDkYUDYZiKd,,,,,42.412506103515625,-71.0034027099609375,anonymous,EN,1,1,7,2,neutral,y
2021-02-09 06:33:40,2021-02-09 06:35:22,0,74.70.135.76,100,102,1,2021-02-09 06:35:23,R_21ERQzbI5aiItEW,,,,,43.0930023193359375,-78.9635009765625,anonymous,EN,1,1,4,1,trump,y
2021-02-09 06:39:09,2021-02-09 06:40:46,0,96.45.216.245,100,97,1,2021-02-09 06:40:47,R_1omPCBLAp4Hnkby,,,,,39.0126953125,-77.53420257568359375,anonymous,EN,1,1,3,1,biden,n
2021-02-09 06:58:03,2021-02-09 06:59:00,0,174.238.130.2,100,56,1,2021-02-09 06:59:00,R_2PsYhzDuOaEp8R7,,,,,33.636199951171875,-112.09079742431640625,anonymous,EN,1,1,6,2,neutral,n
2021-02-09 07:27:37,2021-02-09 07:28:22,0,98.10.200.254,100,44,1,2021-02-09 07:28:23,R_xFM4HCLhW7sVNPX,,,,,43.1139984130859375,-77.56890106201171875,anonymous,EN,1,1,5,1,neutral,y
2021-02-09 07:53:51,2021-02-09 07:54:39,0,67.246.26.211,100,47,1,2021-02-09 07:54:40,R_1LzdGHLFwVVI9vq,,,,,42.450897216796875,-73.2494964599609375,anonymous,EN,1,1,2,1,trump,n
2021-02-09 08:23:57,2021-02-09 08:26:49,0,73.162.39.127,100,171,1,2021-02-09 08:26:49,R_3DqGGJz5K2pp9xp,,,,,37.782501220703125,-122.43499755859375,anonymous,EN,1,1,5,2,biden,y
2021-02-09 08:53:41,2021-02-09 08:55:00,0,174.227.139.26,100,78,1,2021-02-09 08:55:00,R_2y8kOu84saV1i42,,,,,28.5814971923828125,-81.4850006103515625,anonymous,EN,1,1,7,1,biden,n
2021-02-09 09:24:57,2021-02-09 09:27:54,0,50.49.113.54,100,177,1,2021-02-09 09:27:54,R_2CUHp3cbdB6DiRI,,,,,43.07470703125,-77.518096923828125,anonymous,EN,1,1,4,1,neutral,n
2021-02-09 09:26:13,2021-02-09 09:28:14,0,98.13.15.193,100,120,1,2021-02-09 09:28:14,R_32WocN2j9gksjIz,,,,,43.166107177734375,-77.5554962158203125,anonymous,EN,1,1,5,2,trump,y
2021-02-09 09:32:54,2021-02-09 09:34:25,0,73.158.195.250,100,91,1,2021-02-09 09:34:25,R_1i4AcLXfgwXXgZY,,,,,37.756195068359375,-121.7700042724609375,anonymous,EN,1,1,7,2,biden,y
2021-02-09 09:44:46,2021-02-09 09:46:31,0,50.49.155.215,100,105,1,2021-02-09 09:46:31,R_3iySAK0xOllIwBe,,,,,43.0908050537109375,-77.4347991943359375,anonymous,EN,1,1,6,1,neutral,y
2021-02-09 09:53:37,2021-02-09 09:54:07,0,75.3.71.35,100,29,1,2021-02-09 09:54:07,R_3R3ZlQqvTuSJ49C,,,,,36.2133941650390625,-86.73110198974609375,anonymous,EN,1,1,3,1,trump,n
2021-02-09 10:04:09,2021-02-09 10:05:30,0,174.197.214.223,100,80,1,2021-02-09 10:05:30,R_3P5BS360YCQGyn6,,,,,42.84820556640625,-73.7863006591796875,anonymous,EN,1,1,5,1,neutral,n
2021-02-09 10:17:06,2021-02-09 10:17:38,0,65.96.119.97,100,32,1,2021-02-09 10:17:39,R_1iqj3uYgV0o9yzg,,,,,42.246307373046875,-70.99720001220703125,anonymous,EN,1,1,6,1,biden,n
2021-02-09 10:16:51,2021-02-09 10:17:49,0,68.34.29.46,100,58,1,2021-02-09 10:17:50,R_OpotMtuZaSImRq1,,,,,42.3343963623046875,-83.17559814453125,anonymous,EN,1,1,2,1,trump,n
2021-02-09 10:18:14,2021-02-09 10:19:17,0,107.5.239.169,100,63,1,2021-02-09 10:19:18,R_1Kd0BanPgLFhjwV,,,,,42.28070068359375,-83.78009796142578125,anonymous,EN,1,1,7,1,neutral,y
2021-02-09 10:19:32,2021-02-09 10:20:17,0,107.5.239.169,100,45,1,2021-02-09 10:20:18,R_7UGnO0oWh33x4qd,,,,,42.28070068359375,-83.78009796142578125,anonymous,EN,1,1,5,1,trump,y
2021-02-09 10:21:15,2021-02-09 10:22:09,0,73.65.17.243,100,54,1,2021-02-09 10:22:09,R_2ZJIwc37ioWAazK,,,,,44.950897216796875,-93.33660125732421875,anonymous,EN,1,1,5,1,neutral,n
2021-02-09 10:21:19,2021-02-09 10:22:14,0,68.160.177.91,100,55,1,2021-02-09 10:22:14,R_2wpHybA6l37SLcB,,,,,42.3513031005859375,-71.36260223388671875,anonymous,EN,1,1,5,1,biden,y
2021-02-09 10:21:45,2021-02-09 10:22:24,0,74.105.229.128,100,38,1,2021-02-09 10:22:24,R_1lrtluTr3SJUOlQ,,,,,40.76190185546875,-74.4185028076171875,anonymous,EN,1,1,6,1,biden,n
2021-02-09 10:23:34,2021-02-09 10:24:00,0,209.6.202.130,100,26,1,2021-02-09 10:24:00,R_2B9dGeFvC8id2LS,,,,,42.391204833984375,-71.08820343017578125,anonymous,EN,1,1,2,1,trump,y
2021-02-09 10:23:49,2021-02-09 10:24:25,0,67.1.110.17,100,36,1,2021-02-09 10:24:25,R_3Rk04btYUGfqR5r,,,,,32.25030517578125,-110.94499969482421875,anonymous,EN,1,1,3,1,neutral,y
2021-02-09 10:23:42,2021-02-09 10:24:26,0,73.99.133.227,100,44,1,2021-02-09 10:24:27,R_10TJXwuF16MBl4b,,,,,37.2848968505859375,-80.070098876953125,anonymous,EN,1,1,2,1,trump,n
2021-02-09 10:24:35,2021-02-09 10:25:12,0,76.115.10.97,100,37,1,2021-02-09 10:25:13,R_1LjJy0Qqi5OXP4O,,,,,45.5220947265625,-122.8585052490234375,anonymous,EN,1,1,1,1,trump,n
2021-02-09 10:24:14,2021-02-09 10:25:16,0,166.216.158.11,100,62,1,2021-02-09 10:25:16,R_3NDQ3F3xlSoiCFs,,,,,37.6403045654296875,-122.0666961669921875,anonymous,EN,1,1,7,1,neutral,y
2021-02-09 10:24:50,2021-02-09 10:25:32,0,72.179.169.26,100,41,1,2021-02-09 10:25:32,R_3LXTQHxkFKICN6F,,,,,29.5652008056640625,-98.614501953125,anonymous,EN,1,1,1,1,trump,y
2021-02-09 10:25:18,2021-02-09 10:26:01,0,107.215.60.144,100,43,1,2021-02-09 10:26:01,R_2bKsUBR1v6b5tQi,,,,,33.7657012939453125,-84.29509735107421875,anonymous,EN,1,1,4,1,neutral,n
2021-02-09 10:25:25,2021-02-09 10:26:21,0,173.79.157.121,100,56,1,2021-02-09 10:26:21,R_24jj2D30g0hvfQh,,,,,38.9033966064453125,-76.98819732666015625,anonymous,EN,1,1,6,1,biden,y
2021-02-09 10:25:47,2021-02-09 10:26:53,0,73.144.61.208,100,66,1,2021-02-09 10:26:53,R_3ek7fj5LaG8VzSM,,,,,42.2324066162109375,-83.70169830322265625,anonymous,EN,1,1,7,1,biden,n
2021-02-09 10:26:18,2021-02-09 10:27:05,0,100.16.168.2,100,47,1,2021-02-09 10:27:06,R_OPC3uMxLtqv0TWp,,,,,39.1020965576171875,-76.62090301513671875,anonymous,EN,1,1,5,2,neutral,n
2021-02-09 10:26:12,2021-02-09 10:27:18,0,71.233.116.232,100,65,1,2021-02-09 10:27:18,R_ZDyxIU27kpd6rJv,,,,,42.325103759765625,-72.62760162353515625,anonymous,EN,1,1,4,1,trump,y
2021-02-09 10:18:55,2021-02-09 10:27:35,0,73.174.11.218,100,519,1,2021-02-09 10:27:35,R_38Xz59nWxObhvQR,,,,,40.332305908203125,-80.080596923828125,anonymous,EN,1,1,7,1,biden,y
2021-02-09 10:26:37,2021-02-09 10:27:45,0,74.76.85.3,100,67,1,2021-02-09 10:27:45,R_1GwYtE5mZyXzuWI,,,,,42.893707275390625,-73.35810089111328125,anonymous,EN,1,1,6,2,neutral,y
2021-02-09 10:26:58,2021-02-09 10:27:51,0,172.56.22.77,100,52,1,2021-02-09 10:27:51,R_sALcJA4eK2dYQed,,,,,41.82440185546875,-71.40799713134765625,anonymous,EN,1,1,4,1,neutral,y
2021-02-09 10:26:21,2021-02-09 10:27:52,0,74.96.72.209,100,90,1,2021-02-09 10:27:52,R_3svI6J97hoIaDYS,,,,,38.8137969970703125,-77.1486968994140625,anonymous,EN,1,1,6,1,biden,y
2021-02-09 10:26:20,2021-02-09 10:27:57,0,76.167.131.15,100,97,1,2021-02-09 10:27:57,R_3kLDucNb0eIBO5r,,,,,34.0767059326171875,-118.18019866943359375,anonymous,EN,1,1,4,1,trump,n
2021-02-09 10:27:24,2021-02-09 10:28:08,0,173.76.107.157,100,44,1,2021-02-09 10:28:09,R_3hbcc32VEbZgTnU,,,,,42.43780517578125,-71.22389984130859375,anonymous,EN,1,1,4,1,trump,n
2021-02-09 10:27:37,2021-02-09 10:28:13,0,97.80.124.31,100,36,1,2021-02-09 10:28:13,R_1dN6sgdcPuBzddg,,,,,42.264892578125,-72.668701171875,anonymous,EN,1,1,6,1,biden,n
2021-02-09 10:27:30,2021-02-09 10:28:24,0,173.73.105.116,100,53,1,2021-02-09 10:28:24,R_O248ztbj6QZshIl,,,,,38.919097900390625,-76.7819976806640625,anonymous,EN,1,1,5,1,biden,y
2021-02-09 10:27:15,2021-02-09 10:28:33,0,172.58.188.249,100,77,1,2021-02-09 10:28:33,R_yw1i9aXhWLXutxv,,,,,38.9420928955078125,-76.9261016845703125,anonymous,EN,1,1,1,1,trump,y
2021-02-09 10:28:01,2021-02-09 10:28:47,0,98.111.128.181,100,45,1,2021-02-09 10:28:47,R_2gC2oWyX7M00hNf,,,,,40.12860107421875,-75.05840301513671875,anonymous,EN,1,1,5,1,neutral,n
2021-02-09 10:28:34,2021-02-09 10:29:15,0,172.58.16.128,100,40,1,2021-02-09 10:29:15,R_29g09iXVCiLQqgO,,,,,33.8778076171875,-118.2136993408203125,anonymous,EN,1,1,7,1,biden,y
2021-02-09 10:28:12,2021-02-09 10:29:16,0,24.2.222.155,100,64,1,2021-02-09 10:29:16,R_23959JU1eRiB1h7,,,,,41.4568023681640625,-72.82450103759765625,anonymous,EN,1,1,7,1,neutral,n
2021-02-09 10:28:36,2021-02-09 10:29:20,0,173.31.208.36,100,44,1,2021-02-09 10:29:20,R_PGSPywq8P1VGDZL,,,,,44.90069580078125,-93.577301025390625,anonymous,EN,1,1,6,2,biden,n
